排名,车型,销量,厂商,售价(万元)
485,BEIJING-U7,1297,BEIJING汽车,8.79 - 12.29
486,奕泽E进擎,1244,一汽丰田,22.58 - 25.38
487,标致2008,1244,东风标致,10.99 - 14.99
488,沃尔沃XC40,1229,沃尔沃亚太,26.48 - 38.58
489,元,1202,比亚迪,0.00 - 0.00
490,江淮iEVA50,1195,江淮汽车,13.95 - 14.55
491,众泰T700,1195,众泰汽车,10.68 - 15.58
492,勇士,1191,北京汽车制造厂,9.98 - 16.17
493,观境,1179,华晨雷诺,7.59 - 10.29
494,风景V3,1177,福田商用车,3.28 - 3.48
495,畅巡,1173,上汽通用雪佛兰,15.99 - 17.99
496,众泰T600,1164,众泰汽车,7.98 - 13.78
497,WEY VV7,1160,长城汽车,16.98 - 19.28
498,海马7X,1153,一汽海马,12.58 - 14.98
499,BEIJING-X3,1127,BEIJING汽车,4.99 - 9.59
500,丰田C-HR EV,1062,广汽丰田,22.58 - 24.98
501,赛力斯SF5,1051,金康赛力斯,24.90 - 33.90
502,江淮iC5,1042,江淮汽车,14.99 - 17.59
503,领动插电混动,1009,北京现代,15.78 - 17.88
504,荣威W5,1007,上汽集团,0.00 - 0.00
505,名爵6新能源,997,上汽名爵,14.58 - 17.58
506,启腾EX80,977,福汽新龙马,0.00 - 6.08
507,凯绅,958,东风悦达起亚,13.03 - 14.98
508,华晨金杯750,952,华晨鑫源,5.38 - 7.33
509,传祺GS7,939,广汽乘用车,0.00 - 0.00
510,优优2代,924,开瑞汽车,3.40 - 4.30
511,开瑞K60,909,开瑞汽车,4.99 - 6.69
512,昂希诺纯电动,905,北京现代,17.28 - 19.88
513,东风风神A60,894,东风乘用车,6.97 - 15.47
514,爱驰U5,881,爱驰汽车,16.69 - 29.21
515,起亚KX7,859,东风悦达起亚,17.98 - 27.68
516,瑞风S7,856,江淮汽车,10.98 - 13.98
517,悦虎,844,大运汽车,6.68 - 8.78
518,凌宝BOX,829,吉麦新能源,3.38 - 4.58
519,传祺GS4新能源,824,广汽乘用车,16.38 - 19.38
520,欧拉iQ,820,长城新能源,11.48 - 15.03
521,全界Q1,810,云雀汽车,5.28 - 6.68
522,国机智骏GC1,789,国机智骏,6.88 - 8.38
523,北汽昌河Q35,770,北汽昌河,6.59 - 8.99
524,领克01新能源,757,领克,19.27 - 23.88
525,众泰E200,730,众泰新能源,0.00 - 0.00
526,海马S5,682,海马汽车,6.98 - 10.98
527,马自达CX-8,672,长安马自达,25.88 - 33.08
528,中华骏捷FRV,672,华晨中华,0.00 - 0.00
529,HYCAN 007,659,广汽蔚来,25.98 - 40.00
530,高尔夫·嘉旅,657,一汽-大众,12.88 - 19.28
531,中华V7,657,华晨中华,10.87 - 15.99
532,欧尚EV,644,长安汽车,0.00 - 0.00
533,佳宝V80,622,一汽吉林,4.09 - 5.39
534,绅宝D80,610,BEIJING汽车,0.00 - 0.00
535,沃尔沃S60新能源,591,沃尔沃亚太,39.99 - 46.19
536,传祺GE3,590,广汽埃安,15.48 - 18.08
537,众泰T300,585,众泰汽车,0.00 - 0.00
538,科雷傲,578,东风雷诺,0.00 - 0.00
539,,573,, - 
540,荣威MARVEL X,570,上汽集团,26.88 - 30.88
541,捷达,567,一汽-大众,7.98 - 10.68
542,ENCINO 昂希诺,559,北京现代,12.99 - 15.59
543,观致3,547,观致汽车,9.89 - 15.39
544,北汽新能源EX,500,北汽新能源,8.49 - 10.39
545,雪铁龙C3L,484,东风雪铁龙,8.49 - 10.59
546,科雷缤,481,东风雷诺,0.00 - 0.00
547,沃尔沃XC40新能源,479,沃尔沃亚太,0.00 - 0.00
548,萨瓦纳,477,福田汽车,0.00 - 0.00
549,BEIJING-EX3,467,BEIJING汽车,11.99 - 16.39
550,比速T3,446,比速汽车,7.49 - 8.99
